Employee_ID,Age,Gender,Department,Job_Role,Job_Level,Education,Marital_Status,Business_Travel,Distance_From_Home,Monthly_Income,Salary_Band,Hourly_Rate,Monthly_Rate,Job_Involvement,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_With_Current_Manager,Total_Working_Years,Years_Since_Last_Promotion,Num_Companies_Worked,Stock_Option_Level,Percent_Salary_Hike,Daily_Rate,Daily_Hours,Job_Change_Last_2Y,Manager_Change_Last_2Y,Attrition
EMP10112,39,Male,Research & Development,Research Scientist,2,Bachelor's,Divorced,Travel_Rarely,37.0,9577,High,81.0,23324.0,3,3.0,,2.0,4.0,4,No,1.0,18,7,6,18,3.0,5,0,11.0,1014,7.6,No,Yes,Yes
EMP10113,51,Male,Research & Development,Research Scientist,2,High School,Single,Non-Travel,,5450,Medium,72.0,24481.0,1,2.0,3.0,3.0,4.0,3,No,4.0,0,0,0,0,0.0,5,0,10.0,519,7.7,No,No,No
EMP10114,36,Female,Sales,Sales Executive,2,Bachelor's,Single,Travel_Frequently,16.0,6743,Medium,70.0,17557.0,2,3.0,3.0,4.0,3.0,2,Yes,4.0,15,5,12,16,3.0,3,1,22.0,685,8.5,No,No,Yes
EMP10115,37,Female,Research & Development,Research Scientist,2,Bachelor's,Single,Travel_Rarely,17.0,8215,High,49.0,19040.0,4,3.0,2.0,2.0,4.0,4,No,1.0,16,9,6,22,5.0,0,1,25.0,861,7.5,No,No,No
EMP10116,58,Male,IT,Software Engineer,1,Master's,Married,Travel_Frequently,2.0,6735,Medium,57.0,13932.0,4,2.0,4.0,3.0,3.0,3,No,0.0,10,6,7,16,8.0,4,1,22.0,842,7.0,No,No,No
EMP10117,31,Female,Finance,Financial Analyst,4,Master's,Divorced,Non-Travel,24.0,12152,Very High,20.0,14101.0,3,4.0,3.0,3.0,4.0,3,No,5.0,10,9,8,13,7.0,2,2,23.0,230,9.7,No,No,Yes
EMP10118,58,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Frequently,27.0,5750,Medium,70.0,,3,4.0,4.0,4.0,1.0,3,No,5.0,11,5,4,15,8.0,0,3,20.0,917,7.3,No,No,No
EMP10119,50,Female,Research & Development,Research Scientist,2,Master's,Married,Travel_Rarely,38.0,7829,High,53.0,23062.0,3,1.0,2.0,4.0,2.0,4,Yes,4.0,9,3,9,12,3.0,6,3,17.0,905,8.6,No,No,No
EMP10120,49,Female,IT,Software Engineer,4,High School,Divorced,Travel_Rarely,21.0,13381,Very High,28.0,17975.0,3,3.0,2.0,4.0,3.0,3,No,,19,2,12,24,7.0,3,1,24.0,1051,8.5,Yes,No,No
EMP10121,60,Male,Human Resources,HR Executive,1,Master's,Single,Travel_Rarely,17.0,4736,Medium,96.0,3507.0,4,2.0,3.0,2.0,2.0,2,No,2.0,5,5,5,10,5.0,6,0,19.0,128,8.5,No,Yes,Yes
EMP10122,56,Female,Operations,Operations Coordinator,3,Master's,Married,Travel_Rarely,16.0,10098,Very High,26.0,19925.0,3,3.0,1.0,4.0,3.0,3,No,0.0,15,0,0,15,7.0,6,1,21.0,1451,9.3,No,Yes,Yes
EMP10123,25,Male,Sales,Sales Executive,2,Master's,Divorced,Travel_Rarely,25.0,6776,Medium,50.0,9016.0,4,3.0,3.0,2.0,3.0,3,No,4.0,4,4,0,6,4.0,3,1,16.0,355,9.0,No,No,No
EMP10124,49,Female,Finance,Financial Analyst,3,Master's,Married,Non-Travel,18.0,9728,High,49.0,5218.0,2,1.0,3.0,4.0,1.0,4,No,4.0,1,1,1,1,1.0,5,1,23.0,352,7.9,No,No,No
EMP10125,56,Female,IT,Software Engineer,2,Bachelor's,Single,Non-Travel,32.0,7613,High,71.0,17440.0,2,3.0,3.0,2.0,4.0,2,Yes,4.0,12,8,2,15,1.0,3,0,13.0,230,9.6,No,No,Yes
EMP10126,48,Female,Human Resources,HR Executive,5,Master's,Single,Travel_Rarely,26.0,9248,High,37.0,13151.0,3,3.0,4.0,1.0,4.0,1,Yes,6.0,4,4,4,8,4.0,5,0,15.0,546,8.7,No,No,No
EMP10127,48,Male,Human Resources,HR Executive,2,Bachelor's,,Travel_Rarely,19.0,9170,High,82.0,10592.0,4,,2.0,2.0,3.0,4,No,3.0,19,9,3,19,4.0,5,1,24.0,185,8.3,No,No,No
EMP10128,49,Male,Operations,Operations Coordinator,2,Bachelor's,Single,Non-Travel,20.0,7508,High,68.0,18859.0,3,3.0,4.0,3.0,3.0,3,No,5.0,9,3,9,10,0.0,6,0,24.0,1487,8.7,Yes,No,No
EMP10129,26,Male,Sales,Sales Executive,2,Bachelor's,Married,Travel_Frequently,14.0,5583,Medium,68.0,19054.0,3,2.0,2.0,,4.0,3,No,5.0,5,5,5,12,5.0,2,1,16.0,257,8.0,No,No,No
EMP10130,26,Female,Sales,Sales Executive,1,Bachelor's,Single,Travel_Rarely,27.0,5152,Medium,65.0,17994.0,3,3.0,3.0,2.0,3.0,3,No,6.0,5,3,5,8,3.0,0,0,14.0,837,8.1,No,No,No
EMP10131,25,Female,Research & Development,Research Scientist,3,Bachelor's,Single,Non-Travel,13.0,7753,High,91.0,23346.0,1,3.0,3.0,,3.0,3,No,3.0,4,4,1,6,3.0,2,1,16.0,330,8.7,Yes,Yes,No
EMP10132,28,Female,Sales,Sales Executive,2,Bachelor's,Married,Travel_Rarely,16.0,8796,High,57.0,20690.0,1,3.0,2.0,4.0,2.0,3,No,4.0,7,0,7,11,1.0,0,1,15.0,946,9.9,Yes,No,No
EMP10133,52,Male,Research & Development,Research Scientist,1,Bachelor's,Married,Non-Travel,26.0,6899,Medium,50.0,22024.0,2,4.0,3.0,4.0,2.0,3,Yes,1.0,18,5,9,22,9.0,4,1,14.0,130,7.8,No,No,No
EMP10134,60,Male,Human Resources,HR Executive,2,Master's,Single,Travel_Frequently,20.0,10584,Very High,36.0,4126.0,3,3.0,3.0,3.0,3.0,3,Yes,1.0,19,3,13,19,5.0,2,1,17.0,898,9.1,Yes,No,No
EMP10135,60,Male,Research & Development,Research Scientist,4,Bachelor's,Single,Travel_Rarely,12.0,12803,Very High,76.0,20164.0,3,2.0,3.0,3.0,1.0,3,No,5.0,20,11,3,26,1.0,6,1,16.0,230,,No,No,No
EMP10136,60,Male,Sales,Sales Executive,5,Bachelor's,Divorced,Travel_Rarely,29.0,14462,Very High,24.0,15542.0,2,3.0,3.0,3.0,2.0,3,No,3.0,14,1,8,16,7.0,3,1,13.0,1445,8.9,No,No,No
EMP10137,58,Female,Research & Development,Research Scientist,4,Bachelor's,Divorced,Travel_Rarely,35.0,10355,Very High,74.0,6848.0,2,,3.0,3.0,4.0,3,No,4.0,6,1,5,8,6.0,5,2,24.0,886,7.5,No,No,No
EMP10138,35,Female,IT,Software Engineer,1,Master's,Married,Travel_Rarely,5.0,6568,Medium,97.0,24939.0,3,3.0,3.0,4.0,4.0,3,No,1.0,14,1,12,20,1.0,4,1,25.0,771,8.0,No,No,No
EMP10139,23,Male,IT,Software Engineer,3,Master's,Married,Non-Travel,,8626,High,80.0,20673.0,1,2.0,1.0,3.0,3.0,3,Yes,0.0,2,2,1,9,2.0,2,0,,885,8.2,No,No,Yes
EMP10140,25,Male,Finance,Financial Analyst,2,Bachelor's,Single,Travel_Rarely,16.0,5084,Medium,79.0,21544.0,3,3.0,3.0,2.0,3.0,3,No,6.0,4,3,4,4,4.0,5,1,15.0,1037,8.1,No,Yes,No
EMP10141,40,Female,Research & Development,Research Scientist,3,Bachelor's,Married,Travel_Rarely,18.0,11119,Very High,86.0,7301.0,3,,3.0,4.0,3.0,3,Yes,2.0,17,3,0,23,2.0,0,2,20.0,432,7.7,No,No,No
EMP10142,58,Female,Operations,Operations Coordinator,2,Master's,Single,Non-Travel,23.0,9124,High,99.0,10709.0,4,3.0,2.0,4.0,3.0,3,Yes,1.0,22,9,5,23,7.0,4,2,18.0,1067,7.8,No,No,Yes
EMP10143,28,Female,Sales,Sales Executive,1,Bachelor's,Married,Non-Travel,7.0,6316,Medium,27.0,4531.0,2,2.0,3.0,4.0,2.0,3,Yes,0.0,7,7,6,7,4.0,2,2,,1090,7.1,No,No,Yes
EMP10144,34,Male,Human Resources,HR Executive,1,Bachelor's,Divorced,Travel_Frequently,26.0,6409,Medium,55.0,16573.0,3,2.0,3.0,1.0,2.0,3,No,1.0,13,7,11,18,5.0,1,1,21.0,1262,10.3,No,No,Yes
EMP10145,25,Male,Sales,Sales Executive,5,,Married,Travel_Rarely,19.0,12666,Very High,29.0,14743.0,4,2.0,2.0,2.0,3.0,3,Yes,6.0,4,4,4,8,4.0,1,0,12.0,682,7.6,No,No,Yes
EMP10146,35,Male,Finance,Financial Analyst,2,High School,Married,Non-Travel,16.0,8597,High,86.0,24169.0,3,3.0,3.0,3.0,1.0,3,No,2.0,13,4,2,20,0.0,2,0,12.0,679,8.9,Yes,No,No
EMP10147,25,Female,Operations,Operations Coordinator,2,Master's,Married,Travel_Rarely,14.0,5142,Medium,91.0,12520.0,1,2.0,2.0,3.0,3.0,3,No,5.0,0,0,0,5,0.0,1,0,23.0,1055,7.9,No,No,No
EMP10148,38,Female,Sales,Sales Executive,3,Master's,Married,Non-Travel,28.0,7930,High,36.0,11846.0,1,3.0,3.0,2.0,3.0,3,No,5.0,11,5,2,14,3.0,4,1,16.0,874,8.6,No,No,No
EMP10149,32,Female,Research & Development,Research Scientist,2,Doctorate,Married,Non-Travel,23.0,5756,Medium,92.0,12554.0,3,4.0,4.0,3.0,4.0,2,Yes,0.0,11,10,1,17,3.0,2,1,14.0,411,,No,No,No
EMP10150,22,Female,Finance,Financial Analyst,2,High School,Single,Non-Travel,3.0,6402,Medium,33.0,5251.0,2,2.0,3.0,1.0,2.0,3,No,5.0,1,1,0,2,1.0,2,2,,489,9.6,No,No,No
EMP10151,46,Female,Human Resources,HR Executive,2,High School,Single,Travel_Rarely,21.0,4471,Low,78.0,22320.0,4,2.0,4.0,4.0,4.0,3,No,0.0,0,0,0,5,0.0,6,1,25.0,316,7.2,No,No,No
EMP10152,52,Female,Operations,Operations Coordinator,2,Master's,Married,Non-Travel,1.0,7754,High,21.0,11780.0,4,3.0,1.0,2.0,3.0,2,No,6.0,15,5,13,16,8.0,5,3,25.0,1203,9.6,No,Yes,No
EMP10153,41,Male,Research & Development,Research Scientist,4,Doctorate,Single,Travel_Rarely,25.0,11332,Very High,59.0,9487.0,3,4.0,3.0,4.0,3.0,2,No,6.0,20,3,6,21,6.0,2,3,13.0,1409,9.5,No,No,No
EMP10154,22,Male,Human Resources,HR Executive,1,Bachelor's,Single,Non-Travel,1.0,5011,Medium,33.0,10889.0,4,1.0,4.0,3.0,4.0,2,Yes,,1,1,0,4,,6,1,24.0,225,,No,No,Yes
EMP10155,33,Female,IT,Software Engineer,1,Master's,Divorced,Travel_Rarely,38.0,5841,Medium,34.0,13721.0,1,1.0,3.0,3.0,3.0,3,Yes,6.0,3,3,3,9,3.0,6,0,19.0,450,8.0,Yes,No,No
EMP10156,52,Male,Research & Development,Research Scientist,3,Master's,Single,Travel_Rarely,6.0,8768,High,34.0,9404.0,3,3.0,2.0,1.0,2.0,3,Yes,1.0,8,8,6,15,0.0,6,1,20.0,871,10.3,No,No,No
EMP10157,30,Male,IT,Software Engineer,3,Master's,Divorced,Travel_Frequently,6.0,9578,High,21.0,21822.0,4,4.0,4.0,2.0,2.0,3,Yes,0.0,7,7,6,10,1.0,2,1,20.0,1219,7.9,No,No,Yes
EMP10158,30,Male,Research & Development,Research Scientist,2,Bachelor's,Single,Non-Travel,18.0,6793,Medium,,19798.0,2,3.0,2.0,3.0,3.0,2,Yes,0.0,9,2,4,14,2.0,5,3,21.0,1465,8.4,No,No,Yes
EMP10159,44,Female,Operations,Operations Coordinator,2,Bachelor's,Single,Travel_Rarely,37.0,6545,Medium,44.0,24627.0,3,3.0,3.0,2.0,3.0,3,No,5.0,4,4,1,4,4.0,4,0,20.0,1031,10.4,No,No,No
EMP10160,35,Male,Finance,Financial Analyst,1,Master's,Single,Non-Travel,7.0,4200,Low,85.0,24471.0,2,3.0,2.0,3.0,3.0,3,No,4.0,2,2,2,8,2.0,6,2,22.0,401,8.1,No,No,No
EMP10161,38,Male,Research & Development,Research Scientist,1,High School,Married,Travel_Frequently,25.0,4688,Medium,93.0,21831.0,3,,1.0,3.0,3.0,3,Yes,6.0,11,11,11,16,8.0,4,3,24.0,108,7.4,No,No,Yes
EMP10162,34,Female,IT,Software Engineer,2,Master's,Married,Non-Travel,,8716,High,62.0,10335.0,4,2.0,2.0,3.0,3.0,3,No,3.0,13,3,9,20,4.0,2,0,21.0,1001,10.0,No,No,Yes
EMP10163,49,Male,Human Resources,HR Executive,2,Doctorate,Married,Travel_Rarely,32.0,8084,High,48.0,9137.0,2,2.0,3.0,1.0,3.0,3,No,0.0,16,2,6,22,6.0,6,0,20.0,841,7.6,No,No,No
EMP10164,41,Female,Sales,Sales Executive,2,Master's,Married,Travel_Frequently,13.0,8496,High,66.0,3116.0,4,4.0,2.0,2.0,3.0,3,No,4.0,11,6,11,15,7.0,2,1,19.0,242,7.8,No,No,No
EMP10165,56,Female,IT,Software Engineer,4,Master's,Married,Travel_Frequently,32.0,12440,Very High,31.0,14980.0,3,2.0,3.0,3.0,3.0,2,No,6.0,21,7,6,28,9.0,0,0,10.0,892,8.9,No,No,No
EMP10166,41,Female,Research & Development,Research Scientist,3,Bachelor's,Single,Travel_Frequently,27.0,7388,High,81.0,6543.0,4,3.0,4.0,2.0,4.0,4,Yes,5.0,4,4,4,7,1.0,0,0,16.0,983,10.3,No,No,No
EMP10167,44,Female,Sales,Sales Executive,3,Master's,Married,Non-Travel,30.0,11371,Very High,20.0,8256.0,2,4.0,3.0,3.0,3.0,2,No,5.0,17,1,7,22,1.0,5,1,10.0,281,8.4,No,No,No
EMP10168,53,Female,Operations,Operations Coordinator,1,Bachelor's,Single,Travel_Rarely,28.0,6675,Medium,65.0,14262.0,3,3.0,1.0,4.0,4.0,3,No,2.0,8,7,8,10,2.0,6,0,12.0,426,9.5,No,No,No
EMP10169,48,Female,Operations,Operations Coordinator,2,High School,Divorced,Travel_Frequently,38.0,8897,High,78.0,7330.0,1,3.0,2.0,4.0,1.0,3,No,4.0,20,2,6,22,6.0,1,1,10.0,688,9.6,No,No,No
EMP10170,55,Female,Human Resources,HR Executive,3,Bachelor's,Married,Travel_Rarely,14.0,10534,Very High,48.0,9495.0,4,2.0,3.0,2.0,1.0,3,No,3.0,16,5,11,23,3.0,0,1,17.0,1414,10.2,No,No,Yes
EMP10171,22,Female,Finance,Financial Analyst,1,Master's,Single,Non-Travel,24.0,4343,Low,56.0,21401.0,3,2.0,4.0,2.0,3.0,3,No,2.0,1,1,1,5,1.0,6,2,11.0,801,7.3,No,No,Yes
EMP10172,39,Male,Finance,Financial Analyst,4,Bachelor's,Single,Travel_Frequently,35.0,12426,Very High,83.0,18584.0,4,3.0,3.0,3.0,2.0,3,No,2.0,18,11,10,18,8.0,2,0,12.0,484,7.4,Yes,No,No
EMP10173,32,Female,IT,Software Engineer,1,Bachelor's,Divorced,Travel_Rarely,35.0,5693,Medium,85.0,3583.0,2,1.0,3.0,3.0,3.0,2,Yes,0.0,11,11,11,16,7.0,1,2,15.0,308,10.2,No,No,No
EMP10174,26,Male,Operations,Operations Coordinator,2,Bachelor's,Single,Travel_Rarely,36.0,7361,High,92.0,6086.0,3,3.0,3.0,1.0,2.0,3,Yes,4.0,5,0,5,10,0.0,3,2,20.0,697,8.3,Yes,No,No
EMP10175,58,Male,Sales,Sales Executive,1,Bachelor's,Married,Travel_Rarely,15.0,3986,Low,33.0,3256.0,3,3.0,3.0,3.0,3.0,4,No,1.0,7,1,4,13,6.0,2,0,22.0,1132,9.9,No,No,No
EMP10176,29,Male,Sales,Sales Executive,1,Bachelor's,Married,Travel_Rarely,37.0,6943,Medium,29.0,13036.0,3,3.0,3.0,2.0,3.0,3,No,3.0,8,8,8,11,8.0,4,0,13.0,742,9.4,No,No,No
EMP10177,52,Male,IT,Software Engineer,4,Doctorate,Married,Travel_Rarely,2.0,12071,Very High,73.0,16505.0,4,2.0,2.0,4.0,4.0,3,No,2.0,13,11,13,16,9.0,5,1,14.0,921,10.4,No,No,No
EMP10178,42,Female,Human Resources,HR Executive,2,Bachelor's,Married,Travel_Frequently,24.0,5922,Medium,21.0,3160.0,4,3.0,1.0,3.0,4.0,3,No,5.0,5,4,5,10,,5,0,20.0,819,10.3,No,No,Yes
EMP10179,53,Male,IT,Software Engineer,1,Bachelor's,Married,Travel_Rarely,19.0,6405,Medium,77.0,4804.0,3,2.0,3.0,3.0,2.0,3,No,3.0,19,4,9,21,6.0,5,2,16.0,1108,10.3,No,No,Yes
EMP10180,42,Male,Sales,Sales Executive,1,Bachelor's,Divorced,Travel_Rarely,27.0,5036,Medium,29.0,5170.0,1,3.0,3.0,2.0,2.0,1,No,6.0,0,0,0,1,0.0,0,1,24.0,185,7.2,No,No,No
EMP10181,47,Female,Research & Development,Research Scientist,1,Master's,Single,Non-Travel,8.0,7085,High,80.0,23902.0,4,4.0,3.0,3.0,2.0,3,No,0.0,13,3,0,19,3.0,6,3,13.0,1413,7.4,No,No,No
EMP10182,33,Male,Operations,Operations Coordinator,1,Bachelor's,Divorced,Non-Travel,10.0,4667,Medium,36.0,5125.0,4,1.0,2.0,3.0,1.0,2,No,2.0,5,5,3,11,5.0,2,0,12.0,438,7.6,Yes,No,No
EMP10183,50,Female,IT,Software Engineer,3,Bachelor's,Single,Travel_Rarely,40.0,9085,High,73.0,24866.0,3,,2.0,3.0,3.0,4,Yes,0.0,1,0,1,6,1.0,1,1,18.0,140,9.7,No,No,No
EMP10184,42,Female,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Rarely,20.0,8739,High,64.0,7984.0,3,2.0,4.0,2.0,2.0,1,No,1.0,21,1,8,23,1.0,4,2,22.0,752,8.4,No,No,No
EMP10185,30,Female,IT,Software Engineer,1,Bachelor's,Single,Non-Travel,6.0,5834,Medium,53.0,4455.0,3,2.0,3.0,2.0,2.0,2,Yes,6.0,7,1,7,9,3.0,2,1,18.0,903,8.0,No,No,Yes
EMP10186,22,Male,Operations,Operations Coordinator,2,Master's,Divorced,Travel_Frequently,20.0,7460,High,36.0,5211.0,1,4.0,1.0,3.0,3.0,3,No,5.0,1,1,1,5,1.0,4,0,25.0,1196,8.1,No,No,No
EMP10187,23,Female,Human Resources,HR Executive,2,Master's,Married,Travel_Rarely,2.0,7428,High,44.0,13675.0,2,3.0,4.0,3.0,2.0,4,No,3.0,2,2,2,7,2.0,3,1,18.0,919,8.4,No,No,No
EMP10188,34,Female,IT,Software Engineer,1,Doctorate,Married,Travel_Rarely,28.0,6354,Medium,43.0,23374.0,3,3.0,3.0,2.0,2.0,3,No,1.0,10,4,0,17,4.0,4,1,11.0,189,9.3,No,No,No
EMP10189,57,Male,Human Resources,HR Executive,2,Bachelor's,Married,Non-Travel,26.0,9116,High,91.0,8121.0,3,1.0,2.0,3.0,2.0,3,No,4.0,17,9,11,19,4.0,2,0,15.0,112,9.9,No,No,Yes
EMP10190,48,Male,Human Resources,HR Executive,4,Bachelor's,Single,Travel_Rarely,14.0,11348,Very High,75.0,10828.0,3,2.0,3.0,2.0,3.0,4,Yes,5.0,10,7,9,10,6.0,4,1,21.0,1234,7.2,No,No,No
EMP10191,31,Female,Operations,Operations Coordinator,2,Bachelor's,Married,Travel_Frequently,15.0,8607,High,84.0,5156.0,3,4.0,3.0,3.0,3.0,3,No,6.0,10,8,10,13,2.0,3,0,15.0,461,8.9,No,No,No
EMP10192,26,Male,Human Resources,HR Executive,3,Master's,Married,Travel_Rarely,32.0,7107,High,44.0,9925.0,1,3.0,2.0,1.0,1.0,3,No,0.0,3,3,3,3,2.0,5,0,22.0,1215,10.2,Yes,No,No
EMP10193,29,Male,Research & Development,Research Scientist,3,Bachelor's,Married,Non-Travel,40.0,9104,High,57.0,12519.0,3,3.0,3.0,3.0,3.0,3,No,0.0,4,3,4,6,3.0,6,0,,909,7.4,No,No,No
EMP10194,32,Male,Finance,Financial Analyst,1,Master's,Divorced,Travel_Frequently,25.0,5826,Medium,20.0,17678.0,3,3.0,3.0,2.0,2.0,2,Yes,3.0,11,9,10,12,3.0,3,0,25.0,735,7.9,No,No,No
EMP10195,22,Female,Human Resources,HR Executive,2,Bachelor's,Divorced,Travel_Rarely,7.0,5085,Medium,35.0,21855.0,3,3.0,3.0,4.0,2.0,3,Yes,6.0,1,1,1,8,1.0,5,2,16.0,319,8.1,Yes,No,Yes
EMP10196,35,Male,Human Resources,HR Executive,2,High School,Single,Travel_Rarely,24.0,8524,High,44.0,24643.0,4,2.0,3.0,1.0,3.0,3,No,6.0,8,8,8,14,7.0,6,1,23.0,1458,10.2,No,No,No
EMP10197,35,Female,Research & Development,Research Scientist,2,High School,Married,Travel_Frequently,3.0,8090,High,,11310.0,3,3.0,3.0,2.0,2.0,3,Yes,1.0,14,9,10,20,2.0,0,2,24.0,1120,8.2,No,No,Yes
EMP10198,31,Male,Human Resources,HR Executive,2,Master's,Married,Travel_Rarely,13.0,8293,High,54.0,11130.0,4,3.0,3.0,3.0,4.0,2,No,1.0,10,6,10,16,9.0,4,1,16.0,1164,7.8,Yes,No,No
EMP10199,46,Female,Human Resources,HR Executive,3,Bachelor's,Single,Non-Travel,1.0,9124,High,51.0,5555.0,4,3.0,3.0,,3.0,3,Yes,4.0,6,6,6,9,1.0,3,0,14.0,651,8.4,No,No,No
EMP10200,50,Female,IT,Software Engineer,1,Bachelor's,Single,Travel_Rarely,32.0,4194,Low,37.0,16989.0,3,3.0,3.0,4.0,2.0,3,No,0.0,2,2,2,2,2.0,2,1,19.0,964,8.6,No,No,Yes
EMP10201,52,Male,Sales,Sales Executive,2,Master's,Married,Non-Travel,2.0,6538,Medium,33.0,17455.0,3,3.0,2.0,4.0,3.0,3,No,4.0,0,0,0,5,0.0,3,3,25.0,377,7.0,No,No,No
EMP10202,38,Female,Operations,Operations Coordinator,2,High School,Married,Travel_Rarely,20.0,6360,Medium,66.0,18721.0,3,2.0,1.0,2.0,4.0,4,Yes,5.0,9,8,1,16,3.0,0,0,19.0,1371,8.5,No,Yes,Yes
EMP10203,44,Female,Human Resources,HR Executive,3,Bachelor's,Divorced,Travel_Frequently,9.0,10019,Very High,98.0,21786.0,3,3.0,,4.0,3.0,3,No,2.0,19,4,14,21,,1,1,15.0,601,7.9,No,No,No
EMP10204,60,Male,Human Resources,HR Executive,3,Bachelor's,Married,Travel_Rarely,2.0,8034,High,34.0,24560.0,3,3.0,3.0,3.0,2.0,4,Yes,1.0,16,6,11,20,4.0,4,1,21.0,529,8.5,No,No,No
EMP10205,59,Male,Finance,Financial Analyst,2,Master's,Married,Travel_Rarely,16.0,6963,Medium,73.0,11710.0,2,2.0,2.0,1.0,4.0,2,No,0.0,11,0,3,12,7.0,5,1,13.0,1412,9.3,No,No,No
EMP10206,44,Male,IT,Software Engineer,1,Bachelor's,Single,Non-Travel,27.0,7541,High,79.0,23238.0,4,3.0,4.0,3.0,3.0,2,No,1.0,15,11,2,19,0.0,5,2,18.0,276,9.6,No,Yes,No
EMP10207,39,Female,Human Resources,HR Executive,4,Bachelor's,Married,Non-Travel,30.0,13122,Very High,74.0,23398.0,3,,2.0,1.0,4.0,4,No,6.0,18,0,14,20,3.0,6,2,16.0,239,7.6,Yes,No,No
EMP10208,57,Male,Research & Development,Research Scientist,1,Master's,Single,Travel_Frequently,27.0,7414,High,75.0,6595.0,3,2.0,3.0,3.0,,2,No,2.0,19,9,0,19,7.0,4,1,25.0,1492,8.7,Yes,No,No
EMP10209,38,Male,Finance,Financial Analyst,1,Bachelor's,Married,Non-Travel,2.0,8142,High,68.0,20594.0,3,3.0,3.0,2.0,4.0,3,No,0.0,16,6,2,20,0.0,4,0,20.0,367,7.2,No,No,No
EMP10210,22,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Non-Travel,16.0,5586,Medium,70.0,5397.0,3,4.0,2.0,2.0,3.0,3,No,1.0,1,1,1,6,1.0,4,0,15.0,326,9.4,Yes,Yes,No
EMP10211,39,Female,Finance,Financial Analyst,5,High School,Divorced,Travel_Frequently,19.0,13201,Very High,75.0,12943.0,3,3.0,4.0,3.0,3.0,2,No,0.0,7,1,7,12,6.0,5,0,25.0,1010,8.0,No,No,No
EMP10212,34,Male,Finance,Financial Analyst,3,Bachelor's,Married,Travel_Rarely,7.0,8740,High,47.0,24875.0,2,3.0,3.0,2.0,4.0,3,Yes,0.0,3,3,3,7,1.0,2,0,25.0,1280,10.2,No,No,No
EMP10213,51,Male,Sales,Sales Executive,1,Bachelor's,Married,Travel_Rarely,27.0,6690,Medium,41.0,21024.0,3,2.0,3.0,4.0,2.0,4,No,1.0,10,3,10,17,9.0,1,0,18.0,279,9.9,No,No,Yes
EMP10214,40,Female,Finance,Financial Analyst,5,Bachelor's,Divorced,Non-Travel,9.0,14399,Very High,50.0,21565.0,4,2.0,1.0,3.0,4.0,3,Yes,3.0,18,2,6,25,3.0,2,2,21.0,128,10.2,No,No,Yes
EMP10215,25,Male,Research & Development,Research Scientist,2,Bachelor's,Single,Travel_Rarely,23.0,6388,Medium,37.0,23054.0,4,3.0,3.0,3.0,3.0,3,No,1.0,4,4,1,10,4.0,2,2,23.0,662,9.1,No,No,Yes
EMP10216,28,Male,Sales,Sales Executive,1,High School,Married,Non-Travel,24.0,5187,Medium,46.0,7237.0,2,3.0,3.0,3.0,4.0,3,No,4.0,7,7,4,13,7.0,3,1,,807,9.1,Yes,No,Yes
EMP10217,45,Male,Sales,Sales Executive,1,Bachelor's,Married,Travel_Frequently,37.0,6836,Medium,35.0,5127.0,3,2.0,4.0,3.0,2.0,3,No,5.0,19,4,14,20,5.0,5,1,18.0,363,10.4,No,No,No
EMP10218,22,Male,Research & Development,Research Scientist,2,Master's,Single,Non-Travel,9.0,7095,High,86.0,7111.0,2,4.0,3.0,2.0,4.0,2,Yes,6.0,1,1,1,7,1.0,2,0,10.0,133,7.1,No,No,Yes
EMP10219,56,Male,Human Resources,HR Executive,2,Bachelor's,Single,Travel_Rarely,32.0,8915,High,24.0,19839.0,3,3.0,1.0,3.0,3.0,4,Yes,5.0,9,8,1,15,8.0,1,0,21.0,520,8.4,No,Yes,Yes
EMP10220,42,Male,Operations,Operations Coordinator,2,Master's,Married,Travel_Rarely,,7784,High,34.0,6355.0,4,3.0,3.0,1.0,2.0,3,No,1.0,14,9,12,15,0.0,5,2,21.0,724,8.4,No,No,No
EMP10221,36,Female,Research & Development,Research Scientist,4,,Married,Travel_Rarely,13.0,12213,Very High,80.0,22585.0,3,2.0,3.0,3.0,2.0,3,No,6.0,13,4,4,18,1.0,5,0,21.0,148,9.4,No,No,No
EMP10222,30,Female,Sales,Sales Executive,2,Master's,Married,,15.0,6547,Medium,59.0,13712.0,4,3.0,2.0,1.0,3.0,3,Yes,0.0,6,5,0,10,6.0,3,1,13.0,730,,No,No,No
EMP10223,33,Male,Research & Development,Research Scientist,2,High School,Single,Travel_Rarely,20.0,7409,High,27.0,24038.0,3,4.0,3.0,4.0,4.0,3,Yes,1.0,12,8,8,19,4.0,3,2,17.0,351,7.7,No,No,No
EMP10224,31,Male,Research & Development,Research Scientist,4,Bachelor's,Single,Travel_Rarely,20.0,11555,Very High,23.0,11768.0,4,3.0,3.0,2.0,2.0,3,No,3.0,10,9,8,14,2.0,5,1,13.0,1441,7.4,No,No,No
